Strain	Polynomial	Condition	Data
YJR066W	quadratic	PulseAS	Full
YJR078W	quadratic	PulseAS	Full
YJR083C	quadratic	PulseAS	Full
YJR091C	quadratic	PulseAS	Full
YJR094W.A	quadratic	PulseAS	Full
YJR096W	quadratic	PulseAS	Full
YJR097W	quadratic	PulseAS	Full
YJR099W	quadratic	PulseAS	Full
YJR116W	quadratic	PulseAS	Full
YJR119C	quadratic	PulseAS	Full
YJR124C	quadratic	PulseAS	Full
YJR126C	quadratic	PulseAS	Full
YJR127C	quadratic	PulseAS	Full
YJR131W	quadratic	PulseAS	Full
YJR134C	quadratic	PulseAS	Full
YJR150C	quadratic	PulseAS	Full
YJR153W	quadratic	PulseAS	Full
YKL010C	quadratic	PulseAS	Full
YKL017C	quadratic	PulseAS	Full
YKL025C	quadratic	PulseAS	Full
YKL029C	quadratic	PulseAS	Full
YKL030W	quadratic	PulseAS	Full
YKL038W	quadratic	PulseAS	Full
YKL043W	quadratic	PulseAS	Full
YKL047W	quadratic	PulseAS	Full
YKL050C	quadratic	PulseAS	Full
YKL064W	quadratic	PulseAS	Full
YKL068W	quadratic	PulseAS	Full
YKL070W	quadratic	PulseAS	Full
YKL071W	quadratic	PulseAS	Full
YKL072W	quadratic	PulseAS	Full
YKL074C	quadratic	PulseAS	Full
YKL075C	quadratic	PulseAS	Full
YKL090W	quadratic	PulseAS	Full
YKL094W	quadratic	PulseAS	Full
YKL114C	quadratic	PulseAS	Full
YKL116C	quadratic	PulseAS	Full
YKL124W	quadratic	PulseAS	Full
YKL130C	quadratic	PulseAS	Full
YKL136W	quadratic	PulseAS	Full
YKL146W	quadratic	PulseAS	Full
YKL156W	quadratic	PulseAS	Full
YKL157W	quadratic	PulseAS	Full
YKL163W	quadratic	PulseAS	Full
YKL177W	quadratic	PulseAS	Full
YKL179C	quadratic	PulseAS	Full
YKL183W	quadratic	PulseAS	Full
YKL205W	quadratic	PulseAS	Full
YKL217W	quadratic	PulseAS	Full
YKL222C	quadratic	PulseAS	Full
YKR007W	quadratic	PulseAS	Full
YKR009C	quadratic	PulseAS	Full
YKR012C	quadratic	PulseAS	Full
YKR016W	quadratic	PulseAS	Full
YKR026C	quadratic	PulseAS	Full
YKR030W	quadratic	PulseAS	Full
YKR045C	quadratic	PulseAS	Full
YKR046C	quadratic	PulseAS	Full
YKR047W	quadratic	PulseAS	Full
YKR048C	quadratic	PulseAS	Full
YKR055W	quadratic	PulseAS	Full
YKR067W	quadratic	PulseAS	Full
YKR074W	quadratic	PulseAS	Full
YKR076W	quadratic	PulseAS	Full
YKR077W	quadratic	PulseAS	Full
YKR084C	quadratic	PulseAS	Full
YKR088C	quadratic	PulseAS	Full
YKR089C	quadratic	PulseAS	Full
YKR090W	quadratic	PulseAS	Full
YKR092C	quadratic	PulseAS	Full
YKR093W	quadratic	PulseAS	Full
YKR095W	quadratic	PulseAS	Full
YKR098C	quadratic	PulseAS	Full
YKR103W	quadratic	PulseAS	Full
YLL012W	quadratic	PulseAS	Full
YLL013C	quadratic	PulseAS	Full
YLL017W	quadratic	PulseAS	Full
YLL019C	quadratic	PulseAS	Full
YLL024C	quadratic	PulseAS	Full
YLL048C	quadratic	PulseAS	Full
YLL054C	quadratic	PulseAS	Full
YLL062C	quadratic	PulseAS	Full
YLR012C	quadratic	PulseAS	Full
YLR013W	quadratic	PulseAS	Full
YLR016C	quadratic	PulseAS	Full
YLR030W	quadratic	PulseAS	Full
YLR034C	quadratic	PulseAS	Full
YLR038C	quadratic	PulseAS	Full
YLR044C	quadratic	PulseAS	Full
YLR046C	quadratic	PulseAS	Full
YLR047C	quadratic	PulseAS	Full
YLR057W	quadratic	PulseAS	Full
YLR077W	quadratic	PulseAS	Full
YLR095C	quadratic	PulseAS	Full
YLR099C	quadratic	PulseAS	Full
YLR102C	quadratic	PulseAS	Full
YLR104W	quadratic	PulseAS	Full
YLR126C	quadratic	PulseAS	Full
YLR137W	quadratic	PulseAS	Full
YLR144C	quadratic	PulseAS	Full
YLR165C	quadratic	PulseAS	Full
YLR170C	quadratic	PulseAS	Full
YLR174W	quadratic	PulseAS	Full
YLR177W	quadratic	PulseAS	Full
YLR179C	quadratic	PulseAS	Full
YLR180W	quadratic	PulseAS	Full
YLR181C	quadratic	PulseAS	Full
YLR185W	quadratic	PulseAS	Full
YLR191W	quadratic	PulseAS	Full
YLR194C	quadratic	PulseAS	Full
YLR207W	quadratic	PulseAS	Full
YLR209C	quadratic	PulseAS	Full
YLR211C	quadratic	PulseAS	Full
YLR219W	quadratic	PulseAS	Full
YLR221C	quadratic	PulseAS	Full
YLR224W	quadratic	PulseAS	Full
YLR237W	quadratic	PulseAS	Full
YLR252W	quadratic	PulseAS	Full
YLR253W	quadratic	PulseAS	Full
YLR265C	quadratic	PulseAS	Full
YLR268W	quadratic	PulseAS	Full
YLR271W	quadratic	PulseAS	Full
YLR273C	quadratic	PulseAS	Full
YLR284C	quadratic	PulseAS	Full
YLR286C	quadratic	PulseAS	Full
YLR287C	quadratic	PulseAS	Full
YLR299W	quadratic	PulseAS	Full
YLR319C	quadratic	PulseAS	Full
YLR328W	quadratic	PulseAS	Full
YLR341W	quadratic	PulseAS	Full
YLR344W	quadratic	PulseAS	Full
YLR348C	quadratic	PulseAS	Full
YLR351C	quadratic	PulseAS	Full
YLR352W	quadratic	PulseAS	Full
YLR356W	quadratic	PulseAS	Full
YLR366W	quadratic	PulseAS	Full
YLR368W	quadratic	PulseAS	Full
YLR374C	quadratic	PulseAS	Full
YLR376C	quadratic	PulseAS	Full
YLR381W	quadratic	PulseAS	Full
YLR386W	quadratic	PulseAS	Full
YLR387C	quadratic	PulseAS	Full
YLR422W	quadratic	PulseAS	Full
YLR426W	quadratic	PulseAS	Full
YLR427W	quadratic	PulseAS	Full
YLR428C	quadratic	PulseAS	Full
YLR429W	quadratic	PulseAS	Full
YLR433C	quadratic	PulseAS	Full
YLR435W	quadratic	PulseAS	Full
YLR453C	quadratic	PulseAS	Full
YLR455W	quadratic	PulseAS	Full
YLR460C	quadratic	PulseAS	Full
YLR461W	quadratic	PulseAS	Full
YML021C	quadratic	PulseAS	Full
YML036W	quadratic	PulseAS	Full
YML047C	quadratic	PulseAS	Full
YML068W	quadratic	PulseAS	Full
YML090W	quadratic	PulseAS	Full
YML095C	quadratic	PulseAS	Full
YML096W	quadratic	PulseAS	Full
YML104C	quadratic	PulseAS	Full
YML107C	quadratic	PulseAS	Full
YML108W	quadratic	PulseAS	Full
YML113W	quadratic	PulseAS	Full
YML117W	quadratic	PulseAS	Full
YML118W	quadratic	PulseAS	Full
YML123C	quadratic	PulseAS	Full
YML124C	quadratic	PulseAS	Full
YMR037C	quadratic	PulseAS	Full
YMR052C.A	quadratic	PulseAS	Full
YMR068W	quadratic	PulseAS	Full
YMR073C	quadratic	PulseAS	Full
YMR074C	quadratic	PulseAS	Full
YMR092C	quadratic	PulseAS	Full
YMR103C	quadratic	PulseAS	Full
YMR104C	quadratic	PulseAS	Full
YMR106C	quadratic	PulseAS	Full
YMR110C	quadratic	PulseAS	Full
YMR118C	quadratic	PulseAS	Full
YMR119W	quadratic	PulseAS	Full
YMR121C	quadratic	PulseAS	Full
YMR130W	quadratic	PulseAS	Full
YMR135C	quadratic	PulseAS	Full
YMR135W.A	quadratic	PulseAS	Full
YMR144W	quadratic	PulseAS	Full
YMR145C	quadratic	PulseAS	Full
YMR153C.A	quadratic	PulseAS	Full
YMR153W	quadratic	PulseAS	Full
YMR156C	quadratic	PulseAS	Full
YMR157C	quadratic	PulseAS	Full
YMR158C.B	quadratic	PulseAS	Full
YMR158W.A	quadratic	PulseAS	Full
YMR162C	quadratic	PulseAS	Full
YMR177W	quadratic	PulseAS	Full
YMR178W	quadratic	PulseAS	Full
YMR180C	quadratic	PulseAS	Full
YMR183C	quadratic	PulseAS	Full
YMR187C	quadratic	PulseAS	Full
YMR191W	quadratic	PulseAS	Full
YMR192W	quadratic	PulseAS	Full
YMR193C.A	quadratic	PulseAS	Full
YMR204C	quadratic	PulseAS	Full
YMR221C	quadratic	PulseAS	Full
YMR222C	quadratic	PulseAS	Full
YMR225C	quadratic	PulseAS	Full
YMR226C	quadratic	PulseAS	Full
YMR230W	quadratic	PulseAS	Full
YMR232W	quadratic	PulseAS	Full
YMR233W	quadratic	PulseAS	Full
YMR234W	quadratic	PulseAS	Full
YMR244C.A	quadratic	PulseAS	Full
YMR244W	quadratic	PulseAS	Full
YMR245W	quadratic	PulseAS	Full
YMR247C	quadratic	PulseAS	Full
YMR251W	quadratic	PulseAS	Full
YMR251W.A	quadratic	PulseAS	Full
YMR252C	quadratic	PulseAS	Full
YMR253C	quadratic	PulseAS	Full
YMR254C	quadratic	PulseAS	Full
YMR259C	quadratic	PulseAS	Full
YMR264W	quadratic	PulseAS	Full
YMR273C	quadratic	PulseAS	Full
YMR278W	quadratic	PulseAS	Full
YMR279C	quadratic	PulseAS	Full
YMR283C	quadratic	PulseAS	Full
YMR285C	quadratic	PulseAS	Full
YMR291W	quadratic	PulseAS	Full
YMR303C	quadratic	PulseAS	Full
YMR305C	quadratic	PulseAS	Full
YMR306W	quadratic	PulseAS	Full
YMR311C	quadratic	PulseAS	Full
YMR315W	quadratic	PulseAS	Full
YMR316W	quadratic	PulseAS	Full
YMR317W	quadratic	PulseAS	Full
YMR318C	quadratic	PulseAS	Full
YMR322C	quadratic	PulseAS	Full
YNL012W	quadratic	PulseAS	Full
YNL013C	quadratic	PulseAS	Full
YNL015W	quadratic	PulseAS	Full
YNL016W	quadratic	PulseAS	Full
YNL020C	quadratic	PulseAS	Full
YNL024C	quadratic	PulseAS	Full
YNL027W	quadratic	PulseAS	Full
YNL029C	quadratic	PulseAS	Full
YNL035C	quadratic	PulseAS	Full
YNL042W	quadratic	PulseAS	Full
YNL043C	quadratic	PulseAS	Full
YNL049C	quadratic	PulseAS	Full
YNL056W	quadratic	PulseAS	Full
YNL057W	quadratic	PulseAS	Full
YNL063W	quadratic	PulseAS	Full
YNL072W	quadratic	PulseAS	Full
YNL077W	quadratic	PulseAS	Full
YNL078W	quadratic	PulseAS	Full
YNL099C	quadratic	PulseAS	Full
YNL105W	quadratic	PulseAS	Full
YNL109W	quadratic	PulseAS	Full
YNL125C	quadratic	PulseAS	Full
YNL129W	quadratic	PulseAS	Full
YNL130C	quadratic	PulseAS	Full
YNL145W	quadratic	PulseAS	Full
YNL156C	quadratic	PulseAS	Full
YNL167C	quadratic	PulseAS	Full
YNL173C	quadratic	PulseAS	Full
YNL179C	quadratic	PulseAS	Full
YNL193W	quadratic	PulseAS	Full
YNL195C	quadratic	PulseAS	Full
YNL201C	quadratic	PulseAS	Full
YNL205C	quadratic	PulseAS	Full
YNL214W	quadratic	PulseAS	Full
YNL234W	quadratic	PulseAS	Full
YNL239W	quadratic	PulseAS	Full
YNL242W	quadratic	PulseAS	Full
YNL249C	quadratic	PulseAS	Full
YNL253W	quadratic	PulseAS	Full
YNL254C	quadratic	PulseAS	Full
YNL255C	quadratic	PulseAS	Full
YNL275W	quadratic	PulseAS	Full
YNL283C	quadratic	PulseAS	Full
YNL288W	quadratic	PulseAS	Full
YNL289W	quadratic	PulseAS	Full
YNL292W	quadratic	PulseAS	Full
YNL293W	quadratic	PulseAS	Full
YNL298W	quadratic	PulseAS	Full
YNL300W	quadratic	PulseAS	Full
YNL302C	quadratic	PulseAS	Full
YNL303W	quadratic	PulseAS	Full
YNL309W	quadratic	PulseAS	Full
YNL314W	quadratic	PulseAS	Full
YNL318C	quadratic	PulseAS	Full
YNL319W	quadratic	PulseAS	Full
YNL320W	quadratic	PulseAS	Full
YNL324W	quadratic	PulseAS	Full
YNL332W	quadratic	PulseAS	Full
YNL336W	quadratic	PulseAS	Full
YNL339C	quadratic	PulseAS	Full
YNR008W	quadratic	PulseAS	Full
YNR009W	quadratic	PulseAS	Full
YNR018W	quadratic	PulseAS	Full
YNR019W	quadratic	PulseAS	Full
YNR022C	quadratic	PulseAS	Full
YNR024W	quadratic	PulseAS	Full
YNR031C	quadratic	PulseAS	Full
YNR032C.A	quadratic	PulseAS	Full
YNR040W	quadratic	PulseAS	Full
YNR048W	quadratic	PulseAS	Full
YNR055C	quadratic	PulseAS	Full
YNR056C	quadratic	PulseAS	Full
YNR058W	quadratic	PulseAS	Full
YNR060W	quadratic	PulseAS	Full
YNR061C	quadratic	PulseAS	Full
YNR063W	quadratic	PulseAS	Full
YNR065C	quadratic	PulseAS	Full
YNR066C	quadratic	PulseAS	Full
YOL008W	quadratic	PulseAS	Full
YOL011W	quadratic	PulseAS	Full
YOL014W	quadratic	PulseAS	Full
YOL016C	quadratic	PulseAS	Full
YOL019W	quadratic	PulseAS	Full
YOL024W	quadratic	PulseAS	Full
YOL025W	quadratic	PulseAS	Full
YOL028C	quadratic	PulseAS	Full
YOL029C	quadratic	PulseAS	Full
YOL030W	quadratic	PulseAS	Full
YOL031C	quadratic	PulseAS	Full
YOL043C	quadratic	PulseAS	Full
YOL044W	quadratic	PulseAS	Full
YOL045W	quadratic	PulseAS	Full
YOL046C	quadratic	PulseAS	Full
YOL050C	quadratic	PulseAS	Full
YOL055C	quadratic	PulseAS	Full
YOL057W	quadratic	PulseAS	Full
YOL062C	quadratic	PulseAS	Full
YOL065C	quadratic	PulseAS	Full
YOL071W	quadratic	PulseAS	Full
YOL075C	quadratic	PulseAS	Full
YOL079W	quadratic	PulseAS	Full
YOL080C	quadratic	PulseAS	Full
YOL083W	quadratic	PulseAS	Full
YOL084W	quadratic	PulseAS	Full
YOL085C	quadratic	PulseAS	Full
YOL088C	quadratic	PulseAS	Full
YOL089C	quadratic	PulseAS	Full
YOL093W	quadratic	PulseAS	Full
YOL098C	quadratic	PulseAS	Full
YOL106W	quadratic	PulseAS	Full
YOL107W	quadratic	PulseAS	Full
YOL114C	quadratic	PulseAS	Full
YOL122C	quadratic	PulseAS	Full
YOL124C	quadratic	PulseAS	Full
YOL126C	quadratic	PulseAS	Full
YOL129W	quadratic	PulseAS	Full
YOL131W	quadratic	PulseAS	Full
YOL136C	quadratic	PulseAS	Full
YOL138C	quadratic	PulseAS	Full
YOL141W	quadratic	PulseAS	Full
YOL159C	quadratic	PulseAS	Full
YOR005C	quadratic	PulseAS	Full
YOR006C	quadratic	PulseAS	Full
YOR010C	quadratic	PulseAS	Full
YOR015W	quadratic	PulseAS	Full
YOR018W	quadratic	PulseAS	Full
YOR023C	quadratic	PulseAS	Full
YOR025W	quadratic	PulseAS	Full
YOR039W	quadratic	PulseAS	Full
YOR041C	quadratic	PulseAS	Full
YOR044W	quadratic	PulseAS	Full
YOR047C	quadratic	PulseAS	Full
YOR050C	quadratic	PulseAS	Full
YOR051C	quadratic	PulseAS	Full
YOR059C	quadratic	PulseAS	Full
YOR061W	quadratic	PulseAS	Full
YOR071C	quadratic	PulseAS	Full
YOR076C	quadratic	PulseAS	Full
YOR087W	quadratic	PulseAS	Full
YOR099W	quadratic	PulseAS	Full
YOR112W	quadratic	PulseAS	Full
YOR118W	quadratic	PulseAS	Full
YOR126C	quadratic	PulseAS	Full
YOR142W	quadratic	PulseAS	Full
YOR156C	quadratic	PulseAS	Full
YOR166C	quadratic	PulseAS	Full
YOR171C	quadratic	PulseAS	Full
YOR188W	quadratic	PulseAS	Full
YOR193W	quadratic	PulseAS	Full
YOR219C	quadratic	PulseAS	Full
YOR223W	quadratic	PulseAS	Full
YOR225W	quadratic	PulseAS	Full
YOR229W	quadratic	PulseAS	Full
YOR238W	quadratic	PulseAS	Full
YOR239W	quadratic	PulseAS	Full
YOR247W	quadratic	PulseAS	Full
YOR263C	quadratic	PulseAS	Full
YOR265W	quadratic	PulseAS	Full
YOR268C	quadratic	PulseAS	Full
YOR285W	quadratic	PulseAS	Full
YOR286W	quadratic	PulseAS	Full
YOR288C	quadratic	PulseAS	Full
YOR289W	quadratic	PulseAS	Full
YOR291W	quadratic	PulseAS	Full
YOR292C	quadratic	PulseAS	Full
YOR301W	quadratic	PulseAS	Full
YOR309C	quadratic	PulseAS	Full
YOR311C	quadratic	PulseAS	Full
YOR313C	quadratic	PulseAS	Full
YOR314W	quadratic	PulseAS	Full
YOR320C	quadratic	PulseAS	Full
YOR322C	quadratic	PulseAS	Full
YOR324C	quadratic	PulseAS	Full
YOR327C	quadratic	PulseAS	Full
YOR328W	quadratic	PulseAS	Full
YOR333C	quadratic	PulseAS	Full
YOR334W	quadratic	PulseAS	Full
YOR337W	quadratic	PulseAS	Full
YOR342C	quadratic	PulseAS	Full
YOR345C	quadratic	PulseAS	Full
YOR346W	quadratic	PulseAS	Full
YOR348C	quadratic	PulseAS	Full
YOR349W	quadratic	PulseAS	Full
YOR355W	quadratic	PulseAS	Full
YOR357C	quadratic	PulseAS	Full
YOR359W	quadratic	PulseAS	Full
YOR365C	quadratic	PulseAS	Full
YOR368W	quadratic	PulseAS	Full
YOR377W	quadratic	PulseAS	Full
YOR378W	quadratic	PulseAS	Full
YOR379C	quadratic	PulseAS	Full
YOR380W	quadratic	PulseAS	Full
YOR382W	quadratic	PulseAS	Full
YOR383C	quadratic	PulseAS	Full
YOR384W	quadratic	PulseAS	Full
YPL001W	quadratic	PulseAS	Full
YPL003W	quadratic	PulseAS	Full
YPL009C	quadratic	PulseAS	Full
YPL021W	quadratic	PulseAS	Full
YPL030W	quadratic	PulseAS	Full
YPL032C	quadratic	PulseAS	Full
YPL037C	quadratic	PulseAS	Full
YPL054W	quadratic	PulseAS	Full
YPL056C	quadratic	PulseAS	Full
YPL062W	quadratic	PulseAS	Full
YPL066W	quadratic	PulseAS	Full
YPL073C	quadratic	PulseAS	Full
YPL074W	quadratic	PulseAS	Full
YPL092W	quadratic	PulseAS	Full
YPL098C	quadratic	PulseAS	Full
YPL100W	quadratic	PulseAS	Full
YPL110C	quadratic	PulseAS	Full
YPL111W	quadratic	PulseAS	Full
YPL112C	quadratic	PulseAS	Full
YPL115C	quadratic	PulseAS	Full
YPL119C	quadratic	PulseAS	Full
YPL125W	quadratic	PulseAS	Full
YPL130W	quadratic	PulseAS	Full
YPL134C	quadratic	PulseAS	Full
YPL140C	quadratic	PulseAS	Full
YPL141C	quadratic	PulseAS	Full
YPL147W	quadratic	PulseAS	Full
YPL149W	quadratic	PulseAS	Full
YPL150W	quadratic	PulseAS	Full
YPL152W	quadratic	PulseAS	Full
YPL154C	quadratic	PulseAS	Full
YPL156C	quadratic	PulseAS	Full
YPL158C	quadratic	PulseAS	Full
YPL163C	quadratic	PulseAS	Full
YPL164C	quadratic	PulseAS	Full
YPL165C	quadratic	PulseAS	Full
YPL167C	quadratic	PulseAS	Full
YPL183C	quadratic	PulseAS	Full
YPL184C	quadratic	PulseAS	Full
YPL185W	quadratic	PulseAS	Full
YPL186C	quadratic	PulseAS	Full
YPL192C	quadratic	PulseAS	Full
YPL199C	quadratic	PulseAS	Full
YPL208W	quadratic	PulseAS	Full
YPL212C	quadratic	PulseAS	Full
YPL219W	quadratic	PulseAS	Full
YPL220W	quadratic	PulseAS	Full
YPL221W	quadratic	PulseAS	Full
YPL226W	quadratic	PulseAS	Full
YPL229W	quadratic	PulseAS	Full
YPL236C	quadratic	PulseAS	Full
YPL246C	quadratic	PulseAS	Full
YPL257W	quadratic	PulseAS	Full
YPL258C	quadratic	PulseAS	Full
YPL259C	quadratic	PulseAS	Full
YPL267W	quadratic	PulseAS	Full
YPL274W	quadratic	PulseAS	Full
YPR003C	quadratic	PulseAS	Full
YPR006C	quadratic	PulseAS	Full
YPR011C	quadratic	PulseAS	Full
YPR013C	quadratic	PulseAS	Full
YPR015C	quadratic	PulseAS	Full
YPR017C	quadratic	PulseAS	Full
YPR022C	quadratic	PulseAS	Full
YPR027C	quadratic	PulseAS	Full
YPR030W	quadratic	PulseAS	Full
YPR031W	quadratic	PulseAS	Full
YPR042C	quadratic	PulseAS	Full
YPR051W	quadratic	PulseAS	Full
YPR052C	quadratic	PulseAS	Full
YPR058W	quadratic	PulseAS	Full
YPR062W	quadratic	PulseAS	Full
YPR071W	quadratic	PulseAS	Full
YPR073C	quadratic	PulseAS	Full
YPR076W	quadratic	PulseAS	Full
YPR083W	quadratic	PulseAS	Full
YPR089W	quadratic	PulseAS	Full
YPR090W	quadratic	PulseAS	Full
YPR093C	quadratic	PulseAS	Full
YPR097W	quadratic	PulseAS	Full
YPR106W	quadratic	PulseAS	Full
YPR109W	quadratic	PulseAS	Full
YPR119W	quadratic	PulseAS	Full
YPR123C	quadratic	PulseAS	Full
YPR125W	quadratic	PulseAS	Full
YPR138C	quadratic	PulseAS	Full
YPR147C	quadratic	PulseAS	Full
YPR152C	quadratic	PulseAS	Full
YPR153W	quadratic	PulseAS	Full
YPR157W	quadratic	PulseAS	Full
YPR160W	quadratic	PulseAS	Full
YPR185W	quadratic	PulseAS	Full
YPR188C	quadratic	PulseAS	Full
YPR189W	quadratic	PulseAS	Full
YPR191W	quadratic	PulseAS	Full
YPR195C	quadratic	PulseAS	Full
YPR196W	quadratic	PulseAS	Full
YPR198W	quadratic	PulseAS	Full
YPR199C	quadratic	PulseAS	Full
YDL099W	cubic	PulseAS	Full
YDL177C	cubic	PulseAS	Full
YDR014W	cubic	PulseAS	Full
YDR049W	cubic	PulseAS	Full
YDR144C	cubic	PulseAS	Full
YDR326C	cubic	PulseAS	Full
YDR435C	cubic	PulseAS	Full
YFL049W	cubic	PulseAS	Full
YGR260W	cubic	PulseAS	Full
YGR268C	cubic	PulseAS	Full
YHR146W	cubic	PulseAS	Full
YKL147C	cubic	PulseAS	Full
YML075C	cubic	PulseAS	Full
YMR161W	cubic	PulseAS	Full
YMR223W	cubic	PulseAS	Full
YOR191W	cubic	PulseAS	Full
YBR053C	periodic	PulseAS	Full
YBR185C	periodic	PulseAS	Full
YBR258C	periodic	PulseAS	Full
YBR273C	periodic	PulseAS	Full
YCL076W	periodic	PulseAS	Full
YCR085W	periodic	PulseAS	Full
YDL187C	periodic	PulseAS	Full
YDR108W	periodic	PulseAS	Full
YDR213W	periodic	PulseAS	Full
YDR233C	periodic	PulseAS	Full
YDR291W	periodic	PulseAS	Full
YER137C	periodic	PulseAS	Full
YER157W	periodic	PulseAS	Full
YER163C	periodic	PulseAS	Full
YGL114W	periodic	PulseAS	Full
YGR109C	periodic	PulseAS	Full
YGR209C	periodic	PulseAS	Full
YIR027C	periodic	PulseAS	Full
YJL178C	periodic	PulseAS	Full
YJL187C	periodic	PulseAS	Full
YJL206C.A	periodic	PulseAS	Full
YKL076C	periodic	PulseAS	Full
YKL171W	periodic	PulseAS	Full
YKR023W	periodic	PulseAS	Full
YKR041W	periodic	PulseAS	Full
YKR058W	periodic	PulseAS	Full
YLR024C	periodic	PulseAS	Full
YLR152C	periodic	PulseAS	Full
YLR199C	periodic	PulseAS	Full
YLR325C	periodic	PulseAS	Full
YMR132C	periodic	PulseAS	Full
YMR172W	periodic	PulseAS	Full
YMR275C	periodic	PulseAS	Full
YNL009W	periodic	PulseAS	Full
YNL090W	periodic	PulseAS	Full
YNL134C	periodic	PulseAS	Full
YNL228W	periodic	PulseAS	Full
YNL231C	periodic	PulseAS	Full
YNR059W	periodic	PulseAS	Full
YOL112W	periodic	PulseAS	Full
YOR027W	periodic	PulseAS	Full
YOR195W	periodic	PulseAS	Full
YOR278W	periodic	PulseAS	Full
YOR339C	periodic	PulseAS	Full
YOR386W	periodic	PulseAS	Full
YPL022W	periodic	PulseAS	Full
YPL232W	periodic	PulseAS	Full
YPR014C	periodic	PulseAS	Full
YAL001C	non_significant	PulseGln	Full
YAL008W	non_significant	PulseGln	Full
YAL013W	non_significant	PulseGln	Full
YAL014C	non_significant	PulseGln	Full
YAL015C	non_significant	PulseGln	Full
YAL017W	non_significant	PulseGln	Full
YAL018C	non_significant	PulseGln	Full
YAL019W	non_significant	PulseGln	Full
YAL020C	non_significant	PulseGln	Full
YAL022C	non_significant	PulseGln	Full
YAL026C	non_significant	PulseGln	Full
YAL029C	non_significant	PulseGln	Full
YAL031C	non_significant	PulseGln	Full
YAL034C	non_significant	PulseGln	Full
YAL036C	non_significant	PulseGln	Full
YAL037W	non_significant	PulseGln	Full
YAL040C	non_significant	PulseGln	Full
YAL042W	non_significant	PulseGln	Full
YAL045C	non_significant	PulseGln	Full
YAL048C	non_significant	PulseGln	Full
YAL051W	non_significant	PulseGln	Full
YAL053W	non_significant	PulseGln	Full
YAL055W	non_significant	PulseGln	Full
YAL056W	non_significant	PulseGln	Full
YAL058W	non_significant	PulseGln	Full
YAL060W	non_significant	PulseGln	Full
YAL062W	non_significant	PulseGln	Full
YAL065C	non_significant	PulseGln	Full
YAL066W	non_significant	PulseGln	Full
YAL067C	non_significant	PulseGln	Full
YAL068C	non_significant	PulseGln	Full
YAR020C	non_significant	PulseGln	Full
YAR027W	non_significant	PulseGln	Full
YAR028W	non_significant	PulseGln	Full
YAR029W	non_significant	PulseGln	Full
YAR030C	non_significant	PulseGln	Full
YAR031W	non_significant	PulseGln	Full
YAR037W	non_significant	PulseGln	Full
YAR042W	non_significant	PulseGln	Full
YAR043C	non_significant	PulseGln	Full
YAR044W	non_significant	PulseGln	Full
YAR047C	non_significant	PulseGln	Full
YAR050W	non_significant	PulseGln	Full
YBL001C	non_significant	PulseGln	Full
YBL003C	non_significant	PulseGln	Full
YBL010C	non_significant	PulseGln	Full
YBL016W	non_significant	PulseGln	Full
YBL029W	non_significant	PulseGln	Full
YBL048W	non_significant	PulseGln	Full
YBL052C	non_significant	PulseGln	Full
YBL053W	non_significant	PulseGln	Full
YBL055C	non_significant	PulseGln	Full
YBL057C	non_significant	PulseGln	Full
YBL059W	non_significant	PulseGln	Full
YBL065W	non_significant	PulseGln	Full
YBL069W	non_significant	PulseGln	Full
YBL071C	non_significant	PulseGln	Full
YBL072C	non_significant	PulseGln	Full
YBL075C	non_significant	PulseGln	Full
YBL087C	non_significant	PulseGln	Full
YBL091C	non_significant	PulseGln	Full
YBL096C	non_significant	PulseGln	Full
YBR001C	non_significant	PulseGln	Full
YBR005W	non_significant	PulseGln	Full
YBR006W	non_significant	PulseGln	Full
YBR012C	non_significant	PulseGln	Full
YBR016W	non_significant	PulseGln	Full
YBR024W	non_significant	PulseGln	Full
YBR030W	non_significant	PulseGln	Full
YBR034C	non_significant	PulseGln	Full
YBR047W	non_significant	PulseGln	Full
YBR062C	non_significant	PulseGln	Full
YBR065C	non_significant	PulseGln	Full
YBR084W	non_significant	PulseGln	Full
YBR085W	non_significant	PulseGln	Full
YBR105C	non_significant	PulseGln	Full
YBR108W	non_significant	PulseGln	Full
YBR125C	non_significant	PulseGln	Full
YBR130C	non_significant	PulseGln	Full
YBR144C	non_significant	PulseGln	Full
YBR149W	non_significant	PulseGln	Full
YBR156C	non_significant	PulseGln	Full
YBR162C	non_significant	PulseGln	Full
YBR166C	non_significant	PulseGln	Full
YBR168W	non_significant	PulseGln	Full
YBR176W	non_significant	PulseGln	Full
YBR182C	non_significant	PulseGln	Full
YBR189W	non_significant	PulseGln	Full
YBR195C	non_significant	PulseGln	Full
YBR197C	non_significant	PulseGln	Full
YBR201W	non_significant	PulseGln	Full
YBR203W	non_significant	PulseGln	Full
YBR209W	non_significant	PulseGln	Full
YBR214W	non_significant	PulseGln	Full
